FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP
TONIA,ANGOTTI,F,1-20-2013,01-07-2016,Analyst,24.0,41045,Web,28.0,2.0,2.0,0
TYRON,ALHADDAD,M,06-09-2013,01-07-2016,Analyst,22.0,45193,IT,25.0,5.0,2.0,0
MARIA,ALEA,M,5-13-2013,01-07-2016,Analyst,22.0,42853,Operations,17.0,13.0,4.0,0
ZELLA,ARIMAS,F,03-09-2013,01-07-2016,Analyst,24.0,49633,Management,24.0,6.0,4.0,0
NESTOR,AITKEN,M,08-10-2014,01-07-2016,Analyst,23.0,45306,Operations,21.0,9.0,5.0,1
TONY,ABEITA,M,3-29-2012,01-07-2016,Manager,34.0,100874,Finance,20.0,10.0,4.0,7
LORIE,ANNAN,F,05-01-2014,01-07-2016,Analyst,25.0,43909,Operations,17.0,13.0,4.0,2
TERESITA,ARENTZ,F,11-03-2013,01-07-2016,Senior Analyst,27.0,53275,Finance,16.0,14.0,4.0,4
BETTYE,ANOLICK,F,10-22-2014,01-07-2016,Analyst,21.0,43907,Finance,28.0,2.0,3.0,0
HUBERT,ADAMAITIS,M,7-30-2014,01-07-2016,Analyst,22.0,43733,IT,25.0,5.0,3.0,0
MAY,ANDERLIK,F,10-12-2013,01-07-2016,Analyst,25.0,47464,IT,22.0,8.0,5.0,2
DANETTE,AREOLA,F,12-03-2013,01-07-2016,Senior Analyst,28.0,58617,Management,24.0,6.0,4.0,5
HANNAH,AMORIM,F,11-11-2014,01-07-2016,Analyst,23.0,41636,Marketing,17.0,13.0,2.0,1
CINDY,ALTMANN,F,08-11-2013,01-07-2016,Analyst,25.0,42886,Finance,20.0,10.0,2.0,2
HERMAN,ABRAMSON,M,02-04-2011,01-07-2016,Associate,30.0,89843,Operations,30.0,0.0,3.0,4
TIFFANI,ARMATO,F,12-15-2013,01-07-2016,Analyst,21.0,47018,Operations,30.0,0.0,3.0,0
TERA,ARGUMEDO,F,10-14-2014,01-07-2016,Analyst,24.0,40180,Management,23.0,7.0,3.0,2
DALIA,ARLOTTA,F,6-21-2012,01-07-2016,Senior Analyst,28.0,55790,Web,25.0,5.0,4.0,0
DENNIS,ABASTA,M,10-20-2014,01-07-2016,Analyst,24.0,47194,Marketing,29.0,1.0,2.0,2
ROYAL,ALBERTI,M,9-20-2014,01-07-2016,Analyst,23.0,44799,Finance,25.0,5.0,3.0,1
STEPHAN,AGIB,M,1-22-2014,01-07-2016,Analyst,21.0,49609,IT,30.0,0.0,2.0,0
JONAS,ALBAIR,M,01-11-2013,01-07-2016,Analyst,25.0,48104,Marketing,22.0,8.0,4.0,1
ARMAND,AHLHEIM,M,2-28-2014,01-07-2016,Analyst,25.0,43125,Operations,30.0,0.0,4.0,2
SANTO,ALLMOND,M,12-29-2013,01-07-2016,Senior Analyst,26.0,60520,Finance,16.0,14.0,5.0,1
QUINN,ALEXION,M,10-07-2014,01-07-2016,Analyst,21.0,41124,Finance,18.0,12.0,3.0,0
ROWENA,ARAUJO,F,2-27-2013,01-07-2016,Analyst,24.0,47774,Management,15.0,15.0,4.0,0
GERMAINE,ARCENEAUX,F,11-12-2014,01-07-2016,Analyst,22.0,47013,IT,21.0,9.0,2.0,0
LOYD,AHR,M,8-21-2011,01-07-2016,Associate,30.0,93212,Web,28.0,2.0,3.0,2
RODNEY,ABELLA,M,09-01-2012,01-07-2016,Senior Manager,35.0,185205,Management,17.0,13.0,3.0,8
TERRENCE,ACOCELLA,M,03-06-2013,01-07-2016,Analyst,23.0,43777,Web,18.0,12.0,3.0,0
KAREEM,ALBERTY,M,04-09-2013,01-07-2016,Analyst,22.0,46703,Marketing,27.0,3.0,4.0,0
SANDRA,ALNAS,F,8-18-2013,01-07-2016,Analyst,22.0,43189,Finance,28.0,2.0,2.0,0
ERROL,AKO,M,11-18-2014,01-07-2016,Analyst,22.0,48035,Operations,29.0,1.0,3.0,0
DOMINGO,AGAR,M,11-04-2013,01-07-2016,Analyst,25.0,41866,IT,17.0,13.0,3.0,2
SCOTTY,AHAL,M,08-03-2014,01-07-2016,Analyst,24.0,41466,IT,25.0,5.0,5.0,2
LORETTA,ALVOREZ,F,3-19-2014,01-07-2016,Associate,32.0,97684,Management,26.0,4.0,4.0,6
SHANNA,ANGELLE,F,4-20-2012,01-07-2016,Senior Analyst,25.0,59398,Operations,23.0,7.0,3.0,0
JAN,AFZAL,M,11-19-2014,01-07-2016,Analyst,23.0,46783,IT,17.0,13.0,2.0,1
HENRIETTA,ANCHETA,F,06-07-2014,01-07-2016,Analyst,23.0,48272,Web,16.0,14.0,3.0,0
ALTON,ADDERLY,M,2-26-2013,01-07-2016,Analyst,22.0,43240,IT,22.0,8.0,4.0,0
TISHA,ARANJO,F,2-20-2014,01-07-2016,Analyst,23.0,40718,Marketing,15.0,15.0,5.0,0
LONG,ALLINGTON,M,1-25-2014,01-07-2016,Analyst,22.0,48147,Operations,22.0,8.0,4.0,0
RACHEAL,ARGENZIANO,F,03-08-2014,01-07-2016,Analyst,22.0,41929,IT,30.0,0.0,3.0,0
TIA,ANTES,F,10-25-2013,01-07-2016,Analyst,22.0,49937,Web,24.0,6.0,2.0,0
LIZA,ANTRIM,F,1-13-2014,01-07-2016,Associate,29.0,97400,Operations,22.0,8.0,4.0,6
RUDOLPH,ADDAIR,M,10-11-2014,01-07-2016,Analyst,23.0,47203,Web,19.0,11.0,3.0,1
GILBERTO,ADLING,M,06-09-2011,01-07-2016,Senior Manager,37.0,199060,IT,28.0,2.0,4.0,10
MEREDITH,ANASTASIA,F,04-12-2013,01-07-2016,Analyst,23.0,43900,Web,21.0,9.0,2.0,0
WILSON,ADERHOLDT,M,02-05-2014,01-07-2016,Analyst,21.0,45964,Marketing,24.0,6.0,5.0,0
COLEMAN,ALCIDE,M,8-29-2013,01-07-2016,Analyst,25.0,48823,Finance,26.0,4.0,3.0,2
REED,AIELLO,M,5-27-2014,01-07-2016,Analyst,21.0,43246,IT,29.0,1.0,2.0,0
RYAN,ARMENTOR,F,4-19-2013,01-07-2016,Analyst,25.0,42096,Web,26.0,4.0,4.0,1
LELAND,ADGER,M,08-11-2014,01-07-2016,Analyst,24.0,46326,Finance,15.0,15.0,4.0,2
RENATO,ALKBSH,M,11-24-2013,01-07-2016,Analyst,22.0,46367,Web,28.0,2.0,2.0,0
GALEN,AIYER,M,3-27-2014,01-07-2016,Analyst,24.0,43949,Finance,17.0,13.0,2.0,1
NOEL,ARMESTO,F,11-04-2014,01-07-2016,Analyst,23.0,46217,Management,19.0,11.0,4.0,1
JUDSON,ALDI,M,12-09-2013,01-07-2016,Analyst,22.0,49140,Finance,21.0,9.0,5.0,0
KIRSTEN,ANGLEBRANDT,F,2-23-2014,01-07-2016,Analyst,24.0,47109,Marketing,25.0,5.0,5.0,1
LON,ALAPAI,M,6-20-2013,01-07-2016,Analyst,22.0,43210,Operations,23.0,7.0,3.0,0
NATASHA,AMEZCUA,F,7-18-2014,01-07-2016,Analyst,21.0,40041,IT,19.0,11.0,3.0,0
NAN,ARCHIE,F,7-22-2013,01-07-2016,Analyst,21.0,43383,IT,26.0,4.0,3.0,0
PAT,ADY,M,07-01-2014,01-07-2016,Associate,29.0,93279,Operations,26.0,4.0,4.0,3
JERROLD,ALEX,M,09-10-2014,01-07-2016,Analyst,23.0,44416,Operations,15.0,15.0,4.0,1
EDMOND,AGEBOI,M,7-17-2013,01-07-2016,Analyst,21.0,41741,Marketing,27.0,3.0,2.0,0
BLANCA,AMPY,F,01-09-2014,01-07-2016,Analyst,25.0,40238,Web,28.0,2.0,3.0,2
LAWANDA,APKIN,F,05-02-2013,01-07-2016,Analyst,24.0,43429,Web,15.0,15.0,3.0,0
DUNCAN,ALARCONE,M,01-10-2015,01-07-2016,Analyst,25.0,42830,Operations,25.0,5.0,2.0,3
JOLENE,ANGIONE,F,09-05-2014,01-07-2016,Analyst,23.0,42837,Marketing,23.0,7.0,3.0,1
KATHERYN,ARAMBUIA,F,8-28-2013,01-07-2016,Senior Analyst,26.0,57169,IT,19.0,11.0,4.0,0
TEODORO,ALICEA,M,02-08-2014,01-07-2016,Analyst,24.0,45754,IT,20.0,10.0,2.0,1
MICHAL,ALMASI,M,07-05-2012,01-07-2016,Senior Analyst,28.0,52739,Finance,22.0,8.0,3.0,1
MAXINE,AMBRES,F,05-05-2013,01-07-2016,Analyst,22.0,48360,IT,26.0,4.0,4.0,0
MICHAELA,ARDION,F,01-07-2015,01-07-2016,Analyst,21.0,49610,Marketing,20.0,10.0,3.0,0
BERNADINE,ANSELMO,F,11-27-2014,01-07-2016,Analyst,23.0,48672,Operations,28.0,2.0,2.0,1
LETTIE,ARISTIDE,F,08-10-2014,01-07-2016,Analyst,23.0,41756,Finance,25.0,5.0,5.0,1
PORTER,ALMAND,M,12-26-2013,01-07-2016,Analyst,23.0,43051,Marketing,15.0,15.0,2.0,0
JOCELYN,ANGERON,F,8-26-2013,01-07-2016,Analyst,21.0,42895,Web,24.0,6.0,2.0,0
CORNELIUS,AELING,M,8-30-2014,01-07-2016,Senior Analyst,25.0,50524,Marketing,15.0,15.0,5.0,0
KRISTIN,AMAKER,F,9-22-2014,01-07-2016,Analyst,25.0,45128,Web,20.0,10.0,5.0,3
MAXWELL,AIPPERSPACH,M,9-18-2010,01-07-2016,Manager,33.0,129334,Marketing,26.0,4.0,4.0,4
ELNORA,ANTIGNANI,F,12-18-2014,01-07-2016,Analyst,24.0,46291,Management,24.0,6.0,3.0,2
GRACIE,ANGLIN,F,03-05-2014,01-07-2016,Analyst,23.0,42455,Finance,23.0,7.0,4.0,0
SYLVESTER,ADERMAN,M,1-20-2015,01-07-2016,Associate,29.0,95039,Web,30.0,0.0,3.0,7
JERRI,ANTONSON,F,5-29-2013,01-07-2016,Analyst,23.0,49437,Finance,23.0,7.0,2.0,0
MERLE,AESCHLIMANN,M,11-26-2013,01-07-2016,Analyst,22.0,45108,Finance,26.0,4.0,2.0,0
RHETT,ALLEMAN,M,2-13-2013,01-07-2016,Analyst,24.0,47577,Web,28.0,2.0,5.0,0
MARSHA,AMBROGI,F,1-25-2012,01-07-2016,Associate,29.0,98323,Operations,26.0,4.0,4.0,0
ANASTASIA,APRESA,F,1-22-2013,01-07-2016,Analyst,22.0,40780,Web,16.0,14.0,4.0,0
BURL,ALEXIS,M,9-18-2014,01-07-2016,Analyst,22.0,40001,Operations,22.0,8.0,2.0,0
BIRDIE,ARENBURG,F,9-25-2013,01-07-2016,Analyst,21.0,46012,Marketing,24.0,6.0,4.0,0
ORA,ANDRACKI,F,5-21-2013,01-07-2016,Analyst,23.0,45380,Management,30.0,0.0,4.0,0
EMIL,AGEE,M,01-08-2013,01-07-2016,Associate,32.0,75288,Management,26.0,4.0,3.0,6
MAGGIE,AMITH,F,07-11-2013,01-07-2016,Analyst,22.0,41729,IT,27.0,3.0,5.0,0
BRYCE,AGOSTI,M,9-21-2013,01-07-2016,Analyst,24.0,42376,IT,15.0,15.0,2.0,1
SAMATHA,ARISUMI,F,04-05-2013,01-07-2016,Analyst,21.0,46734,Web,26.0,4.0,5.0,0
RAYFORD,ALLBONES,M,9-21-2013,01-07-2016,Analyst,23.0,42345,Web,30.0,0.0,5.0,0
GINGER,ANANIAS,F,08-10-2012,01-07-2016,Senior Analyst,28.0,62859,Finance,30.0,0.0,4.0,3
FLORENCE,ALTIERY,F,4-19-2013,01-07-2016,Analyst,21.0,41564,Finance,29.0,1.0,5.0,0
RACHELLE,ANGEVINE,F,01-01-2015,01-07-2016,Analyst,25.0,48808,Web,23.0,7.0,5.0,3
GRACE,ALTMARK,F,11-21-2014,01-07-2016,Analyst,25.0,42112,Operations,24.0,6.0,3.0,3
BEVERLY,ALSPAUGH,F,10-17-2013,01-07-2016,Analyst,24.0,40310,Web,22.0,8.0,5.0,1
VALENCIA,ARLEDGE,F,5-28-2013,01-07-2016,Manager,34.0,128068,Finance,30.0,0.0,2.0,10
MAJOR,ALBARAZI,M,9-20-2013,01-07-2016,Analyst,22.0,48587,Operations,28.0,2.0,3.0,0
PAMALA,ARDINGER,F,10-10-2012,01-07-2016,Associate,29.0,89965,Operations,26.0,4.0,5.0,1
SEAN,ABDULMUNIEM,M,11-01-2014,01-07-2016,Analyst,25.0,47289,Marketing,22.0,8.0,5.0,3
THELMA,ALTOMARE,F,02-08-2013,01-07-2016,Analyst,21.0,46597,IT,28.0,2.0,3.0,0
LESA,ARCA,F,1-27-2014,01-07-2016,Associate,28.0,95938,Web,23.0,7.0,5.0,2
MARGERY,ANZALDUA,F,04-08-2011,01-07-2016,Manager,35.0,148890,Marketing,21.0,9.0,4.0,8
LETHA,ANSPAUGH,F,01-06-2013,01-07-2016,Analyst,21.0,40551,Operations,16.0,14.0,4.0,0
TANA,ARMBRESTER,F,2-28-2013,01-07-2016,Analyst,24.0,46127,Operations,15.0,15.0,2.0,0
SHIRLEY,ALONSO,F,11-26-2012,01-07-2016,Senior Analyst,28.0,56518,Finance,19.0,11.0,4.0,4
BERYL,ARAKI,F,04-12-2014,01-07-2016,Analyst,22.0,43096,Management,26.0,4.0,5.0,0
PENELOPE,ANTOINE,F,9-17-2013,01-07-2016,Analyst,21.0,48203,Web,24.0,6.0,2.0,0
RENA,ANDREA,F,8-16-2013,01-07-2016,Analyst,21.0,48190,Management,28.0,2.0,3.0,0
DEIRDRE,APPELL,F,10-30-2014,01-07-2016,Associate,28.0,97478,IT,20.0,10.0,2.0,4
MALINDA,ANTONELLIS,F,8-22-2012,01-07-2016,Associate,28.0,76887,IT,26.0,4.0,2.0,2
OCTAVIA,ARCEA,F,03-02-2013,01-07-2016,Analyst,24.0,45619,Finance,22.0,8.0,2.0,0
KATHRINE,ANZURES,F,3-27-2014,01-07-2016,Analyst,25.0,45754,Marketing,17.0,13.0,2.0,2
DAN,ABRAMOVITZ,M,3-25-2014,01-07-2016,Analyst,25.0,47573,Web,25.0,5.0,4.0,2
FRITZ,ALCOTT,M,1-13-2013,01-07-2016,Analyst,21.0,45485,Operations,27.0,3.0,2.0,0
IVORY,ALCON,M,1-17-2013,01-07-2016,Senior Analyst,27.0,65806,Finance,21.0,9.0,2.0,1
KATINA,ARAKAWA,F,7-25-2014,01-07-2016,Analyst,24.0,48976,Finance,18.0,12.0,4.0,2
BUCK,ALMAREZ,M,5-27-2014,01-07-2016,Analyst,25.0,47530,Web,23.0,7.0,3.0,2
PAIGE,ANGERS,F,07-05-2014,01-07-2016,Senior Analyst,28.0,52324,Operations,26.0,4.0,4.0,3
HENRY,ABAUNZA,M,01-11-2015,01-07-2016,Analyst,25.0,43563,Web,19.0,11.0,5.0,3
DELBERT,ADELBLUE,M,3-21-2013,01-07-2016,Analyst,23.0,48788,Finance,25.0,5.0,5.0,0
VIRGINA,AREL,F,7-29-2013,01-07-2016,Analyst,21.0,48240,Operations,29.0,1.0,5.0,0
CLIFF,AHLER,M,09-10-2014,01-07-2016,Analyst,25.0,47881,Marketing,18.0,12.0,3.0,3
SONYA,AMMANN,F,07-05-2014,01-07-2016,Director,41.0,234374,IT,30.0,0.0,2.0,17
CALEB,ADON,M,9-26-2013,01-07-2016,Analyst,23.0,45822,Management,17.0,13.0,4.0,0
STACEY,AHSING,M,7-13-2014,01-07-2016,Analyst,24.0,40318,IT,18.0,12.0,5.0,2
DOYLE,ADRIANO,M,8-29-2013,01-07-2016,Analyst,21.0,48155,Web,22.0,8.0,4.0,0
MARISSA,ANDROSKY,F,10-30-2013,01-07-2016,Senior Analyst,25.0,51565,Marketing,16.0,14.0,4.0,1
ARLEN,ALLEVA,M,08-02-2013,01-07-2016,Analyst,24.0,40285,IT,24.0,6.0,2.0,1
FREDDIE,ACOFF,M,1-27-2015,01-07-2016,Analyst,21.0,40929,Web,17.0,13.0,3.0,0
MAURINE,ARENDALL,F,10-11-2014,01-07-2016,Analyst,22.0,45528,Operations,25.0,5.0,4.0,0
VERONICA,ALVARES,F,6-22-2013,01-07-2016,Analyst,25.0,41203,Management,24.0,6.0,5.0,1
DARLA,ANDERL,F,3-21-2013,01-07-2016,Analyst,23.0,42864,Marketing,19.0,11.0,5.0,0
PATRICA,ANGELINO,F,05-08-2013,01-07-2016,Senior Analyst,26.0,62169,Web,30.0,0.0,5.0,1
SHELDON,ADORNO,M,7-18-2009,01-07-2016,Director,44.0,294564,Web,24.0,6.0,5.0,13
KRYSTAL,AMYOTTE,F,08-12-2013,01-07-2016,Associate,29.0,92774,IT,25.0,5.0,5.0,6
JOANNA,AMIN,F,4-20-2012,01-07-2016,Senior Analyst,26.0,61956,Finance,29.0,1.0,2.0,0
BERNARDO,AIHARA,M,8-24-2014,01-07-2016,Analyst,23.0,44076,Web,18.0,12.0,5.0,1
BONNIE,ALTENHOFEN,F,02-04-2013,01-07-2016,Analyst,21.0,44948,Operations,28.0,2.0,3.0,0
JAME,ALALEM,M,08-01-2014,01-07-2016,Analyst,24.0,46935,IT,18.0,12.0,2.0,2
JASMIN,ARCILA,F,02-09-2014,01-07-2016,Analyst,25.0,41125,Marketing,16.0,14.0,3.0,2
LAVERNE,ANCTIL,F,3-19-2014,01-07-2016,Analyst,22.0,46151,Operations,29.0,1.0,3.0,0
ARRON,ALAMIN,M,1-14-2014,01-07-2016,Senior Analyst,25.0,55885,Marketing,30.0,0.0,4.0,0
EDDIE,APLING,F,7-25-2013,01-07-2016,Analyst,21.0,42751,Finance,21.0,9.0,3.0,0
AMANDA,ALPHA,F,9-19-2014,01-07-2016,Analyst,22.0,45487,IT,22.0,8.0,2.0,0
JAN,AMMAR,F,12-01-2013,01-07-2016,Senior Analyst,25.0,60125,Finance,21.0,9.0,3.0,1
VEDA,ARGUILLO,F,4-14-2014,01-07-2016,Senior Analyst,26.0,52224,IT,19.0,11.0,3.0,3
ROCKY,AGONOY,M,9-27-2013,01-07-2016,Analyst,23.0,42793,Marketing,24.0,6.0,3.0,0
CRUZ,ARKEMA,F,06-07-2013,01-07-2016,Analyst,24.0,48393,Finance,18.0,12.0,4.0,0
MONA,ANAGNOS,F,10-12-2012,01-07-2016,Senior Analyst,28.0,60853,Management,26.0,4.0,4.0,4
BOBBIE,AMEN,F,02-11-2014,01-07-2016,Analyst,23.0,44412,Management,17.0,13.0,5.0,0
CLEMENTE,ALLAH,M,01-04-2014,01-07-2016,Analyst,22.0,45689,Finance,22.0,8.0,3.0,0
WILLARD,ACKERS,M,1-14-2013,01-07-2016,Analyst,25.0,44354,Finance,24.0,6.0,3.0,1
COURTNEY,AMBERG,F,1-14-2013,01-07-2016,Senior Analyst,26.0,68026,Management,17.0,13.0,2.0,0
LENORA,ANDRINO,F,12-11-2014,01-07-2016,Senior Analyst,25.0,56291,IT,30.0,0.0,3.0,1
FRANKLYN,ALMAGUER,M,3-20-2014,01-07-2016,Analyst,25.0,47564,Operations,26.0,4.0,5.0,2
SHON,ALMAS,M,2-21-2014,01-07-2016,Analyst,24.0,45344,Web,25.0,5.0,3.0,1
ANTHONY,AARSVOLD,M,9-15-2011,01-07-2016,Senior Manager,35.0,176158,Management,16.0,14.0,4.0,10
BRITNEY,ARASHIRO,F,5-18-2013,01-07-2016,Analyst,23.0,46414,IT,20.0,10.0,4.0,0
ADRIANA,ANDREOLA,F,10-12-2014,01-07-2016,Analyst,23.0,42962,Web,24.0,6.0,3.0,1
MOHAMED,ALESSANDRONI,M,07-05-2011,01-07-2016,Manager,32.0,137754,IT,27.0,3.0,5.0,6
KRIS,APA,F,01-09-2014,01-07-2016,Analyst,21.0,43797,IT,15.0,15.0,5.0,0
JOANNE,ALUQDAH,F,10-15-2013,01-07-2016,Analyst,22.0,44697,Marketing,24.0,6.0,4.0,0
HELEN,ALMY,F,4-26-2014,01-07-2016,Analyst,23.0,44214,Web,23.0,7.0,4.0,0
GRACIE,ANGLIN,F,03-05-2014,01-07-2016,Analyst,23.0,42455,Finance,23.0,7.0,4.0,0
WILMA,AMADOR,F,04-07-2014,01-07-2016,Analyst,21.0,43393,Marketing,27.0,3.0,4.0,0
RUDY,ADDEO,M,1-22-2015,01-07-2016,Analyst,23.0,47157,Marketing,27.0,3.0,4.0,1
LORNA,ANEY,F,04-01-2014,01-07-2016,Analyst,23.0,43172,Management,23.0,7.0,4.0,0
ROCHELLE,ANCAR,F,4-14-2013,01-07-2016,Manager,34.0,106755,Finance,30.0,0.0,2.0,7
LETICIA,AMREIN,F,11-11-2013,01-07-2016,Analyst,21.0,40902,IT,15.0,15.0,5.0,0
MABLE,AMUNRUD,F,4-14-2014,01-07-2016,Analyst,22.0,40013,Operations,24.0,6.0,3.0,0
ANNETTE,ALVEY,F,5-24-2013,01-07-2016,Analyst,25.0,43162,Management,23.0,7.0,3.0,1
JOSEPH,AALUND,M,11-11-2013,01-07-2016,Analyst,23.0,46612,Operations,20.0,10.0,2.0,0
CATALINA,ANTAYA,F,5-15-2014,01-07-2016,Analyst,23.0,47633,Operations,19.0,11.0,5.0,0
AUTUMN,ANICHINI,F,12-28-2014,01-07-2016,Analyst,22.0,47039,Marketing,24.0,6.0,2.0,0
RICKY,ABILD,M,8-26-2013,01-07-2016,Analyst,25.0,48406,Web,30.0,0.0,5.0,2
DUSTY,ALBE,M,11-05-2014,01-07-2016,Analyst,22.0,42840,Operations,22.0,8.0,4.0,0
KIMBERLY,ALOISI,F,8-23-2013,01-07-2016,Analyst,25.0,46896,Management,22.0,8.0,4.0,2
LILA,ANDEREGG,F,6-23-2013,01-07-2016,Analyst,25.0,48362,Web,27.0,3.0,2.0,1
WANDA,ALTENBURG,F,2-23-2013,01-07-2016,Senior Manager,35.0,196857,IT,20.0,10.0,2.0,10
CLAUDETTE,ANGWIN,F,02-02-2013,01-07-2016,Analyst,23.0,49432,Marketing,20.0,10.0,3.0,0
MITZI,APODACE,F,02-04-2014,01-07-2016,Analyst,24.0,42672,Finance,23.0,7.0,4.0,1
GABRIELLE,ANIBAL,F,12-13-2014,01-07-2016,Analyst,25.0,44373,Marketing,20.0,10.0,5.0,3
JULIUS,ACRI,M,11-05-2014,01-07-2016,Senior Analyst,28.0,69223,Marketing,23.0,7.0,3.0,3
STACEY,AMADON,F,12-12-2013,01-07-2016,Analyst,24.0,46349,Web,22.0,8.0,2.0,1
ALEXANDRA,AMSLER,F,12-20-2012,01-07-2016,Manager,32.0,138026,Web,26.0,4.0,2.0,4
SAMMIE,AHLSTROM,M,07-01-2014,01-07-2016,Analyst,25.0,44129,Web,15.0,15.0,2.0,2
LAUREN,ALVARRAN,F,5-17-2014,01-07-2016,Analyst,25.0,47343,Web,25.0,5.0,3.0,2
GEORGETTE,APOLINAR,F,12-23-2014,01-07-2016,Analyst,22.0,42375,Management,21.0,9.0,2.0,0
ABEL,AFSHAR,M,04-07-2014,01-07-2016,Analyst,25.0,45083,Operations,29.0,1.0,4.0,2
DEVON,ARIE,F,11-16-2014,01-07-2016,Analyst,25.0,44202,Management,22.0,8.0,2.0,3
DEL,ALLENSON,M,3-21-2012,01-07-2016,Senior Analyst,27.0,59124,Marketing,26.0,4.0,2.0,1
RICH,ALBANG,M,01-02-2012,01-07-2016,Senior Analyst,25.0,64913,Finance,29.0,1.0,4.0,0
CRISTINA,ANASTOS,F,7-20-2011,01-07-2016,Manager,33.0,129305,Finance,15.0,15.0,2.0,7
BEN,ABUAITA,M,8-31-2014,01-07-2016,Analyst,25.0,47477,Management,28.0,2.0,3.0,3
CARA,ANDRES,F,1-27-2014,01-07-2016,Senior Analyst,26.0,52287,Web,22.0,8.0,4.0,3
JANET,ALPIS,F,06-03-2013,01-07-2016,Analyst,22.0,45527,IT,16.0,14.0,3.0,0
CLAUDINE,APOLITO,F,05-04-2013,01-07-2016,Analyst,24.0,45769,IT,22.0,8.0,3.0,0
OMAR,ADAMOWSKI,M,1-28-2011,01-07-2016,Senior Manager,35.0,192623,Marketing,17.0,13.0,3.0,6
ANIBAL,ALEO,M,2-28-2013,01-07-2016,Analyst,24.0,48497,Finance,22.0,8.0,3.0,0
DEBBY,ARENDZ,F,2-22-2014,01-07-2016,Analyst,22.0,48007,IT,16.0,14.0,4.0,0
LEO,ABRAHAM,M,04-09-2014,01-07-2016,Analyst,24.0,41900,Web,24.0,6.0,4.0,1
BARNEY,AITES,M,07-04-2014,01-07-2016,Analyst,25.0,47257,Finance,25.0,5.0,2.0,2
GALE,ALAMBAR,M,12-03-2013,01-07-2016,Analyst,21.0,40818,Web,24.0,6.0,2.0,0
EUGENE,ABDI,M,08-10-2014,01-07-2016,Analyst,23.0,42981,Marketing,20.0,10.0,4.0,1
DAMIEN,AGUINIGA,M,03-05-2013,01-07-2016,Analyst,22.0,47677,Marketing,29.0,1.0,5.0,0
FILIBERTO,ALLGEYER,M,5-14-2012,01-07-2016,Senior Analyst,27.0,60206,Finance,19.0,11.0,2.0,2
MERRILL,AKANA,M,1-29-2015,01-07-2016,Analyst,24.0,47439,Operations,17.0,13.0,4.0,2
JEWEL,ALMEDA,M,03-09-2014,01-07-2016,Analyst,25.0,42410,Finance,25.0,5.0,5.0,2
JERAMY,ALMARAS,M,12-17-2014,01-07-2016,Analyst,25.0,43194,Operations,30.0,0.0,2.0,3
RUBIN,ALBERTHAL,M,10-19-2013,01-07-2016,Analyst,25.0,48455,IT,24.0,6.0,2.0,2
GERALDINE,ALVARRACIN,F,9-30-2012,01-07-2016,Senior Manager,39.0,180778,Finance,23.0,7.0,4.0,11
MODESTO,ALLEY,M,6-30-2012,01-07-2016,Associate,32.0,75024,IT,29.0,1.0,3.0,3
CLARE,ANTONIS,F,1-22-2015,01-07-2016,Analyst,22.0,40479,Operations,18.0,12.0,4.0,0
KRISTINE,AMMERMAN,F,9-30-2014,01-07-2016,Analyst,23.0,43436,Operations,23.0,7.0,3.0,1
SILVIA,ANDARY,F,03-01-2012,01-07-2016,Senior Analyst,25.0,63959,Operations,21.0,9.0,2.0,0
THERON,AKWEI,M,12-25-2012,01-07-2016,Senior Analyst,27.0,53517,Finance,19.0,11.0,3.0,3
RODOLFO,ADELSBERG,M,4-30-2011,01-07-2016,Associate,29.0,99521,Web,26.0,4.0,5.0,0
KRISTINA,AMENDOLA,F,4-16-2013,01-07-2016,Analyst,24.0,42897,Finance,17.0,13.0,2.0,0
MEGHAN,ANAWATY,F,08-11-2014,01-07-2016,Analyst,21.0,44742,IT,26.0,4.0,5.0,0
OLIVIA,AMOAKO,F,12-19-2013,01-07-2016,Analyst,24.0,43748,Finance,28.0,2.0,3.0,1
JANA,ANCHORS,F,9-18-2014,01-07-2016,Analyst,23.0,47571,IT,16.0,14.0,2.0,1
ILA,ANSLEY,F,01-05-2015,01-07-2016,Analyst,23.0,45816,Management,30.0,0.0,3.0,1
BELLA,ARLT,F,2-19-2011,01-07-2016,Senior Manager,35.0,162639,IT,19.0,11.0,5.0,9
WINNIE,ANNIBALE,F,4-24-2014,01-07-2016,Analyst,24.0,49470,Operations,29.0,1.0,4.0,1
CRISTOPHER,ALLIN,M,6-24-2014,01-07-2016,Analyst,21.0,48529,Web,19.0,11.0,5.0,0
TRINIDAD,ALDRETE,M,11-05-2014,01-07-2016,Analyst,24.0,43688,Operations,26.0,4.0,5.0,2
ALEJANDRA,ANTONIUK,F,11-16-2013,01-07-2016,Analyst,21.0,44104,Marketing,22.0,8.0,5.0,0
GARRETT,ADELSTEIN,M,10-10-2013,01-07-2016,Analyst,21.0,48295,Web,30.0,0.0,4.0,0
DARLENE,ALVARENGO,F,06-03-2013,01-07-2016,Analyst,25.0,40634,IT,23.0,7.0,5.0,1
BOBBI,ANLIKER,F,10-19-2013,01-07-2016,Analyst,24.0,40486,Finance,22.0,8.0,5.0,1
KARINA,ANTONACCIO,F,9-25-2014,01-07-2016,Analyst,24.0,45002,Operations,26.0,4.0,4.0,2
